"","date","Team","Opponent","Player","#","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG","npxG","xAG","SCA","GCA","Cmp","Att","Cmp%","PrgP","Carries","PrgC","Att","Succ"
"113","August-6-2023","United States","Sweden","Emily Sonnett","14","DM","29-254","119","0","0","0","0","1","0","0","0","80","2","2","2","0.0","0.0","0.0","1","0","57","64","89.1","6","35","0","2","2"
"114","August-6-2023","United States","Sweden","Kristie Mewis","22","DM","32-162","1","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0"
"115","August-6-2023","United States","Sweden","Crystal Dunn","19","LB","31-034","120","0","0","0","0","0","0","0","0","70","3","0","3","0.0","0.0","0.0","0","0","47","56","83.9","8","26","0","6","3"
"116","August-6-2023","United States","Sweden","Naomi Girma","4","CB","23-053","120","0","0","0","0","0","0","0","0","108","2","1","0","0.0","0.0","0.0","1","0","74","99","74.7","7","70","1","0","0"
"117","August-6-2023","United States","Sweden","Julie Ertz","8","CB","31-122","120","0","0","0","0","2","1","1","0","74","1","0","6","0.0","0.0","0.0","0","0","47","59","79.7","1","41","0","1","1"
"118","August-6-2023","United States","Sweden","Emily Fox","23","RB","25-032","119","0","0","0","0","0","0","0","0","118","0","1","1","0.0","0.0","0.1","4","0","86","109","78.9","7","62","2","3","1"
"119","August-6-2023","United States","Sweden","Kelley O'Hara","5","RB","35-002","1","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","1","3","33.3","0","0","0","0","0"
"120","August-6-2023","United States","Sweden","Alyssa Naeher","1","GK","35-108","120","0","0","0","0","0","0","0","0","23","0","0","0","0.0","0.0","0.0","0","0","18","22","81.8","0","9","0","0","0"
"121","July-27-2023","Portugal","Vietnam","Telma Encarnação","23","FW","21-289","74","1","1","0","0","7","4","0","0","50","2","0","3","1.8","1.8","0.6","5","1","22","34","64.7","3","36","1","2","1"
"122","July-27-2023","Portugal","Vietnam","Carolina Mendes","18","FW","35-242","16","0","0","0","0","1","0","0","0","9","0","0","1","0.2","0.2","0.0","0","0","4","5","80.0","2","3","0","1","1"
"123","July-27-2023","Portugal","Vietnam","Jéssica Silva","10","FW","28-228","68","0","0","0","0","5","1","0","0","40","1","0","2","0.7","0.7","1.3","7","0","11","17","64.7","1","29","1","8","5"
"124","July-27-2023","Portugal","Vietnam","Andreia Norton","8","AM","26-346","22","0","0","0","0","1","0","0","0","21","0","0","0","0.0","0.0","0.0","1","0","12","16","75.0","0","15","2","5","3"
"125","July-27-2023","Portugal","Vietnam","Kika Nazareth","20","AM","20-252","68","1","0","0","0","4","2","0","0","50","0","0","2","1.4","1.4","0.7","7","0","31","41","75.6","9","38","3","6","4"
"126","July-27-2023","Portugal","Vietnam","Ana Capeta","21","FW","25-217","22","0","0","0","0","0","0","0","0","9","0","0","0","0.0","0.0","0.0","1","0","6","9","66.7","0","6","1","0","0"
"127","July-27-2023","Portugal","Vietnam","Tatiana Pinto","11","CM","29-121","90","0","0","0","0","0","0","0","0","73","1","0","2","0.0","0.0","0.0","0","0","52","58","89.7","7","50","2","1","0"
"128","July-27-2023","Portugal","Vietnam","Andreia Jacinto","6","CM","21-049","89","0","0","0","0","4","0","0","0","70","3","0","0","0.1","0.1","0.6","6","1","47","56","83.9","8","50","1","2","1"
"129","July-27-2023","Portugal","Vietnam","Ana Rute","7","CM","25-179","1","0","0","0","0","1","0","0","0","3","0","0","0","0.1","0.1","0.0","1","0","0","1","0.0","0","1","0","0","0"
"130","July-27-2023","Portugal","Vietnam","Joana Marchão","5","WB","26-276","90","0","0","0","0","2","0","0","0","77","1","0","1","0.1","0.1","0.0","6","1","51","69","73.9","10","42","4","2","2"
"131","July-27-2023","Portugal","Vietnam","Lúcia Alves","3","WB","25-278","90","0","1","0","0","2","2","0","0","69","2","1","2","0.4","0.4","0.6","8","1","37","48","77.1","3","32","1","2","1"
"132","July-27-2023","Portugal","Vietnam","Ana Seiça","17","CB","22-124","89","0","0","0","0","0","0","0","0","93","3","3","0","0.0","0.0","0.1","5","0","63","80","78.8","9","68","0","1","1"
"133","July-27-2023","Portugal","Vietnam","Sílvia Rebelo","4","CB","34-068","1","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","1","1","100.0","0","1","0","0","0"
"134","July-27-2023","Portugal","Vietnam","Carole Costa","15","CB","33-085","90","0","0","0","0","2","0","0","0","96","0","0","0","0.0","0.0","0.0","2","0","89","94","94.7","18","84","2","0","0"
"135","July-27-2023","Portugal","Vietnam","Ana Borges","9","CB","33-042","90","0","0","0","0","0","0","1","0","79","1","0","0","0.0","0.0","0.2","4","0","68","74","91.9","12","57","0","3","3"
"136","July-27-2023","Portugal","Vietnam","Patrícia Morais","12","GK","31-040","90","0","0","0","0","0","0","0","0","16","0","0","0","0.0","0.0","0.0","0","0","14","15","93.3","0","13","0","0","0"
"137","July-27-2023","Vietnam","Portugal","Huỳnh Như","9","FW","31-241","71","0","0","0","0","0","0","0","0","31","0","0","0","0.0","0.0","0.0","3","0","15","21","71.4","3","19","1","2","1"
"138","July-27-2023","Vietnam","Portugal","Phạm Hải Yến","12","FW","28-260","19","0","0","0","0","1","0","0","0","10","0","0","1","0.1","0.1","0.0","0","0","2","4","50.0","0","5","0","0","0"
"139","July-27-2023","Vietnam","Portugal","Nguyễn Thị Thanh Nhã","19","LM,RM","21-305","90","0","0","0","0","1","0","0","0","31","2","1","0","0.0","0.0","0.0","1","0","6","11","54.5","1","19","0","4","0"
"140","July-27-2023","Vietnam","Portugal","Thái Thị Thảo","11","CM","28-165","90","0","0","0","0","1","0","0","0","52","5","0","2","0.0","0.0","0.0","1","0","18","38","47.4","2","24","0","0","0"
"141","July-27-2023","Vietnam","Portugal","Dương Thị Vân","16","CM","28-310","63","0","0","0","0","0","0","0","0","25","0","2","0","0.0","0.0","0.0","1","0","14","16","87.5","2","12","0","1","0"
"142","July-27-2023","Vietnam","Portugal","Trần Thị Hải Linh","10","CM","22-049","27","0","0","0","0","0","0","0","0","11","0","0","1","0.0","0.0","0.0","0","0","6","8","75.0","0","8","0","0","0"
"143","July-27-2023","Vietnam","Portugal","Nguyễn Thị Bích Thùy","23","RM","29-087","63","0","0","0","0","2","1","0","0","31","0","2","1","0.1","0.1","0.0","0","0","8","17","47.1","0","20","1","4","3"
"144","July-27-2023","Vietnam","Portugal","Ngân Thị Vạn Sự","21","LM","22-089","27","0","0","0","0","0","0","0","0","10","0","0","0","0.0","0.0","0.1","1","0","5","7","71.4","0","10","0","2","1"
"145","July-27-2023","Vietnam","Portugal","Hoàng Thị Loan","5","LB","28-171","90","0","0","0","0","0","0","0","0","49","3","0","1","0.0","0.0","0.0","1","0","22","36","61.1","0","17","0","0","0"
"146","July-27-2023","Vietnam","Portugal","Trần Thị Thu","4","CB","32-012","90","0","0","0","0","0","0","0","0","33","2","3","3","0.0","0.0","0.0","0","0","7","21","33.3","1","11","0","0","0"
"147","July-27-2023","Vietnam","Portugal","Lê Thị Diễm My","13","CB","26-338","90","0","0","0","0","0","0","0","0","34","3","0","3","0.0","0.0","0.0","0","0","10","17","58.8","0","16","0","1","0"
"148","July-27-2023","Vietnam","Portugal","Lương Thị Thu Thương","2","CB","23-087","71","0","0","0","0","0","0","0","0","17","1","1","1","0.0","0.0","0.0","0","0","3","6","50.0","1","5","0","0","0"
"149","July-27-2023","Vietnam","Portugal","Chương Thị Kiều","3","CB","27-342","19","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","1","4","25.0","1","3","0","0","0"
"150","July-27-2023","Vietnam","Portugal","Trần Thị Thu Thảo","17","RB","30-193","90","0","0","0","0","0","0","0","0","51","2","6","1","0.0","0.0","0.0","2","0","28","37","75.7","4","28","0","0","0"
"151","July-27-2023","Vietnam","Portugal","Trần Thị Kim Thanh","14","GK","29-312","90","0","0","0","0","0","0","0","0","38","1","0","0","0.0","0.0","0.0","0","0","19","32","59.4","0","6","0","0","0"
"152","August-1-2023","Vietnam","Netherlands","Phạm Hải Yến","12","FW","28-265","59","0","0","0","0","0","0","0","0","35","0","0","1","0.0","0.0","0.0","1","0","23","25","92.0","3","16","0","0","0"
"153","August-1-2023","Vietnam","Netherlands","Huỳnh Như","9","FW","31-246","31","0","0","0","0","0","0","0","0","20","0","1","0","0.0","0.0","0.1","0","0","8","14","57.1","1","11","0","1","0"
"154","August-1-2023","Vietnam","Netherlands","Nguyễn Thị Thanh Nhã","19","LM","21-310","90","0","0","0","0","0","0","0","0","41","4","1","2","0.0","0.0","0.3","2","0","10","20","50.0","1","19","2","1","0"
"155","August-1-2023","Vietnam","Netherlands","Trần Thị Hải Linh","10","CM","22-054","90","0","0","0","0","2","0","0","0","27","1","1","2","0.1","0.1","0.0","1","0","13","16","81.3","0","16","0","0","0"
"156","August-1-2023","Vietnam","Netherlands","Dương Thị Vân","16","CM","28-315","90","0","0","0","0","0","0","1","0","40","2","4","0","0.0","0.0","0.0","1","0","15","22","68.2","3","24","1","3","2"
"157","August-1-2023","Vietnam","Netherlands","Nguyễn Thị Bích Thùy","23","RM","29-092","59","0","0","0","0","2","1","0","0","29","0","1","0","0.3","0.3","0.0","1","0","13","22","59.1","0","22","0","1","0"
"158","August-1-2023","Vietnam","Netherlands","Nguyễn Thị Tuyết Dung","7","RM","29-231","31","0","0","0","0","0","0","0","0","18","2","0","0","0.0","0.0","0.0","0","0","9","14","64.3","0","12","0","1","0"
"159","August-1-2023","Vietnam","Netherlands","Hoàng Thị Loan","5","LB","28-176","27","0","0","0","0","0","0","0","0","14","0","0","0","0.0","0.0","0.0","1","0","6","11","54.5","1","9","0","0","0"
"160","August-1-2023","Vietnam","Netherlands","Nguyễn Thị Mỹ Anh","22","LB","28-247","63","0","0","0","0","0","0","0","0","44","2","0","0","0.0","0.0","0.0","2","0","20","34","58.8","1","17","2","2","0"
"161","August-1-2023","Vietnam","Netherlands","Trần Thị Thu","4","CB","32-017","90","0","0","0","0","1","0","0","0","26","2","3","2","0.0","0.0","0.0","0","0","6","17","35.3","0","13","0","0","0"
"162","August-1-2023","Vietnam","Netherlands","Lê Thị Diễm My","13","CB","26-343","90","0","0","0","0","0","0","0","0","49","6","3","4","0.0","0.0","0.0","0","0","17","32","53.1","1","21","0","0","0"
"163","August-1-2023","Vietnam","Netherlands","Lương Thị Thu Thương","2","CB","23-092","27","0","0","0","0","0","0","0","0","6","0","0","2","0.0","0.0","0.0","0","0","0","1","0.0","0","0","0","0","0"
"164","August-1-2023","Vietnam","Netherlands","Chương Thị Kiều","3","CB","27-347","63","0","0","0","0","0","0","0","0","20","1","0","2","0.0","0.0","0.0","0","0","3","9","33.3","0","5","0","0","0"
"165","August-1-2023","Vietnam","Netherlands","Trần Thị Thu Thảo","17","RB","30-198","90","0","0","0","0","0","0","0","0","52","2","1","2","0.0","0.0","0.0","1","0","33","39","84.6","3","22","1","0","0"
"166","August-1-2023","Vietnam","Netherlands","Trần Thị Kim Thanh","14","GK","29-317","45","0","0","0","0","0","0","0","0","17","0","0","0","0.0","0.0","0.0","0","0","8","15","53.3","0","6","0","0","0"
"167","August-1-2023","Vietnam","Netherlands","Khổng Thị Hằng","20","GK","29-295","45","0","0","0","0","0","0","0","0","21","0","0","0","0.0","0.0","0.0","0","0","8","20","40.0","0","8","0","0","0"
"168","August-1-2023","Netherlands","Vietnam","Lieke Martens","11","FW","30-228","90","1","1","0","0","11","5","0","0","79","1","0","0","1.5","1.5","0.1","8","1","38","56","67.9","3","54","4","11","5"
"169","August-1-2023","Netherlands","Vietnam","Katja Snoeijs","9","FW","26-335","90","1","0","0","0","2","2","0","0","40","1","0","1","0.5","0.5","0.3","5","0","26","29","89.7","3","20","2","3","1"
"170","August-1-2023","Netherlands","Vietnam","Esmee Brugts","22","LW","20-004","79","2","0","0","0","3","2","0","0","56","2","0","1","0.1","0.1","0.7","4","0","36","43","83.7","3","33","2","2","2"
"171","August-1-2023","Netherlands","Vietnam","Merel van Dongen","5","LW","30-171","11","0","0","0","0","0","0","0","0","14","0","0","1","0.0","0.0","0.2","1","0","7","11","63.6","0","7","0","0","0"
"172","August-1-2023","Netherlands","Vietnam","Victoria Pelova","17","RW","24-059","45","0","0","0","0","1","0","0","0","36","1","0","1","0.0","0.0","0.4","4","0","25","28","89.3","3","18","1","1","0"
"173","August-1-2023","Netherlands","Vietnam","Kerstin Casparij","18","RW","22-347","45","0","0","0","0","1","0","0","0","48","1","0","0","0.1","0.1","0.0","2","0","31","40","77.5","4","30","1","2","1"
"174","August-1-2023","Netherlands","Vietnam","Daniëlle van de Donk","10","CM","31-361","45","1","1","0","0","2","2","0","0","39","0","0","1","0.6","0.6","0.8","4","1","27","30","90.0","7","29","1","2","1"
"175","August-1-2023","Netherlands","Vietnam","Wieke Kaptein","19","CM","17-337","45","0","0","0","0","1","0","0","0","43","2","0","0","0.0","0.0","0.1","4","0","34","39","87.2","3","35","0","2","2"
"176","August-1-2023","Netherlands","Vietnam","Jill Roord","6","CM","26-101","90","2","0","0","0","13","5","0","0","85","3","0","2","1.9","1.9","0.3","11","1","55","61","90.2","6","65","6","6","2"
"177","August-1-2023","Netherlands","Vietnam","Jackie Groenen","14","DM","28-227","61","0","0","0","0","0","0","0","0","63","0","1","0","0.0","0.0","0.1","2","0","54","61","88.5","9","45","3","1","1"
"178","August-1-2023","Netherlands","Vietnam","Damaris Egurrola","21","DM","23-340","29","0","0","0","0","2","0","0","0","52","0","1","1","0.2","0.2","0.1","1","0","38","45","84.4","2","36","0","1","1"
"179","August-1-2023","Netherlands","Vietnam","Dominique Janssen","20","CB","28-196","90","0","1","0","0","2","0","0","0","111","0","1","2","0.0","0.0","0.4","7","5","89","102","87.3","14","85","6","1","1"
"180","August-1-2023","Netherlands","Vietnam","Stefanie van der Gragt","3","CB","30-350","90","0","1","0","0","3","1","0","0","97","2","0","0","0.3","0.3","0.5","6","1","80","89","89.9","15","71","2","0","0"
"181","August-1-2023","Netherlands","Vietnam","Sherida Spitse","8","CB","33-064","72","0","0","0","0","1","0","0","0","106","0","0","0","0.0","0.0","0.3","11","2","86","102","84.3","17","72","4","1","1"
"182","August-1-2023","Netherlands","Vietnam","Caitlin Dijkstra","15","CB","24-183","18","0","0","0","0","0","0","0","0","18","0","0","0","0.0","0.0","0.1","1","0","13","17","76.5","1","14","1","1","1"
"183","August-1-2023","Netherlands","Vietnam","Daphne van Domselaar","1","GK","23-148","90","0","0","0","0","0","0","0","0","11","0","0","0","0.0","0.0","0.0","0","0","10","11","90.9","0","5","0","0","0"
"184","July-23-2023","Netherlands","Portugal","Lieke Martens","11","FW","30-219","90","0","0","0","0","3","1","0","0","62","5","1","4","0.1","0.1","0.2","3","0","34","44","77.3","2","43","4","2","2"
"185","July-23-2023","Netherlands","Portugal","Lineth Beerensteyn","7","FW","26-285","86","0","0","0","0","4","1","0","0","24","0","0","1","0.3","0.3","0.0","2","1","7","13","53.8","0","20","3","3","1"
"186","July-23-2023","Netherlands","Portugal","Katja Snoeijs","9","FW","26-326","4","0","0","0","0","0","0","0","0","5","2","0","0","0.0","0.0","0.1","0","0","3","3","100.0","0","2","0","0","0"
"187","July-23-2023","Netherlands","Portugal","Esmee Brugts","22","LW,WB","19-360","90","0","0","0","0","1","0","0","0","78","6","2","1","0.0","0.0","0.0","1","0","40","59","67.8","2","34","1","2","0"
"188","July-23-2023","Netherlands","Portugal","Victoria Pelova","17","RW,WB","24-050","89","0","0","0","0","0","0","0","0","64","2","3","3","0.0","0.0","0.0","2","0","39","47","83.0","1","37","1","6","4"
"189","July-23-2023","Netherlands","Portugal","Kerstin Casparij","18","WB","22-338","1","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","1","0","3","3","100.0","0","0","0","0","0"
"190","July-23-2023","Netherlands","Portugal","Daniëlle van de Donk","10","CM","31-352","79","0","0","0","0","2","2","1","0","61","2","2","4","0.5","0.5","0.0","1","0","32","42","76.2","7","34","0","2","1"
"191","July-23-2023","Netherlands","Portugal","Damaris Egurrola","21","DM","23-331","11","0","0","0","0","0","0","0","0","10","0","1","1","0.0","0.0","0.0","0","0","5","7","71.4","1","5","0","0","0"
"192","July-23-2023","Netherlands","Portugal","Jill Roord","6","CM,DM","26-092","90","0","0","0","0","1","0","0","0","60","7","0","1","0.6","0.6","0.0","1","0","34","45","75.6","3","43","0","0","0"
"193","July-23-2023","Netherlands","Portugal","Jackie Groenen","14","DM","28-218","90","0","0","0","0","0","0","0","0","45","8","2","2","0.0","0.0","0.1","1","0","27","30","90.0","3","21","0","1","0"
"194","July-23-2023","Netherlands","Portugal","Dominique Janssen","20","CB","28-187","90","0","0","0","0","0","0","0","0","58","1","0","1","0.0","0.0","0.0","0","0","30","47","63.8","1","28","1","0","0"
"195","July-23-2023","Netherlands","Portugal","Stefanie van der Gragt","3","CB","30-341","90","1","0","0","0","1","1","0","0","51","0","0","0","0.1","0.1","0.0","2","0","31","40","77.5","1","26","0","0","0"
"196","July-23-2023","Netherlands","Portugal","Sherida Spitse","8","CB","33-055","90","0","1","0","0","0","0","0","0","57","1","1","0","0.0","0.0","0.7","5","1","40","50","80.0","5","33","0","1","1"
"197","July-23-2023","Netherlands","Portugal","Daphne van Domselaar","1","GK","23-139","90","0","0","0","0","0","0","0","0","22","0","0","0","0.0","0.0","0.0","0","0","9","21","42.9","0","13","0","0","0"
"198","July-23-2023","Portugal","Netherlands","Diana Silva","16","FW","28-049","78","0","0","0","0","0","0","0","0","29","1","0","0","0.0","0.0","0.0","0","0","10","22","45.5","2","27","1","0","0"
"199","July-23-2023","Portugal","Netherlands","Telma Encarnação","23","FW","21-285","12","0","0","0","0","1","1","0","0","7","0","0","0","0.1","0.1","0.0","2","0","1","4","25.0","0","4","1","1","1"
"200","July-23-2023","Portugal","Netherlands","Jéssica Silva","10","FW","28-224","90","0","0","0","0","0","0","1","0","52","3","0","2","0.0","0.0","0.0","0","0","15","28","53.6","3","36","1","6","3"
"201","July-23-2023","Portugal","Netherlands","Andreia Norton","8","AM","26-342","78","0","0","0","0","0","0","0","0","44","0","1","0","0.0","0.0","0.0","0","0","19","26","73.1","1","35","0","5","1"
"202","July-23-2023","Portugal","Netherlands","Andreia Jacinto","6","AM","21-045","12","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","0","0","0","0"
"203","July-23-2023","Portugal","Netherlands","Fátima Pinto","13","LM","27-188","90","0","0","0","0","1","0","0","0","36","2","0","2","0.0","0.0","0.0","0","0","16","24","66.7","1","13","0","1","0"
"204","July-23-2023","Portugal","Netherlands","Dolores Silva","14","CM","31-350","67","0","0","0","0","0","0","0","0","30","2","0","1","0.0","0.0","0.0","0","0","15","25","60.0","3","12","0","0","0"
"205","July-23-2023","Portugal","Netherlands","Kika Nazareth","20","CM","20-248","23","0","0","0","0","0","0","0","0","20","4","1","0","0.0","0.0","0.0","0","0","8","14","57.1","0","15","0","0","0"
"206","July-23-2023","Portugal","Netherlands","Tatiana Pinto","11","RM","29-117","90","0","0","0","0","0","0","0","0","56","4","0","0","0.0","0.0","0.0","0","0","31","47","66.0","2","22","0","2","2"
"207","July-23-2023","Portugal","Netherlands","Catarina Amado","2","LB","24-002","77","0","0","0","0","0","0","0","0","55","5","2","3","0.0","0.0","0.0","0","0","29","44","65.9","2","23","0","2","1"
"208","July-23-2023","Portugal","Netherlands","Lúcia Alves","3","LB","25-274","13","0","0","0","0","0","0","0","0","9","3","0","1","0.0","0.0","0.0","0","0","2","3","66.7","1","4","1","0","0"
"209","July-23-2023","Portugal","Netherlands","Diana Gomes","19","CB","24-362","90","0","0","0","0","0","0","1","0","40","0","1","1","0.0","0.0","0.0","0","0","20","33","60.6","2","28","0","1","0"
"210","July-23-2023","Portugal","Netherlands","Carole Costa","15","CB","33-081","90","0","0","0","0","0","0","0","0","23","0","2","2","0.0","0.0","0.0","0","0","11","17","64.7","0","11","0","0","0"
"211","July-23-2023","Portugal","Netherlands","Ana Borges","9","RB","33-038","90","0","0","0","0","0","0","0","0","65","4","3","0","0.0","0.0","0.1","1","0","35","54","64.8","4","31","1","1","0"
"212","July-23-2023","Portugal","Netherlands","Inês Pereira","1","GK","24-058","90","0","0","0","0","0","0","0","0","24","0","0","0","0.0","0.0","0.0","0","0","15","23","65.2","0","11","0","0","0"
"213","August-6-2023","Netherlands","South Africa","Lieke Martens","11","FW","30-233","89","0","1","0","0","4","1","0","0","64","2","0","2","0.2","0.2","0.1","7","2","35","49","71.4","8","36","4","1","1"
"214","August-6-2023","Netherlands","South Africa","Jill Baijings","12","FW","22-164","1","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","0","0","0","0"
"215","August-6-2023","Netherlands","South Africa","Lineth Beerensteyn","7","FW","26-299","90","1","0","0","0","2","1","0","0","32","0","0","0","0.1","0.1","0.1","3","0","14","21","66.7","0","20","2","1","0"
"216","August-6-2023","Netherlands","South Africa","Esmee Brugts","22","LW","20-009","88","0","0","0","0","2","2","0","0","104","3","2","0","0.1","0.1","0.1","3","0","74","89","83.1","4","65","1","6","1"
"217","August-6-2023","Netherlands","South Africa","Kerstin Casparij","18","LW","22-352","2","0","0","0","0","0","0","0","0","8","1","0","0","0.0","0.0","0.0","0","0","2","7","28.6","0","5","0","0","0"
"218","August-6-2023","Netherlands","South Africa","Victoria Pelova","17","RW","24-064","88","0","0","0","0","0","0","0","0","67","2","1","0","0.0","0.0","0.0","1","1","47","59","79.7","3","49","4","4","3"
"219","August-6-2023","Netherlands","South Africa","Lynn Wilms","2","RW","22-307","2","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","1","0","0","0"
"220","August-6-2023","Netherlands","South Africa","Daniëlle van de Donk","10","CM","32-001","75","0","0","0","0","2","1","1","0","65","3","1","2","0.2","0.2","0.1","5","0","40","52","76.9","7","33","2","2","1"
"221","August-6-2023","Netherlands","South Africa","Damaris Egurrola","21","CM","23-345","15","0","0","0","0","0","0","0","0","31","2","0","0","0.0","0.0","0.0","0","0","17","25","68.0","5","10","0","1","0"
"222","August-6-2023","Netherlands","South Africa","Jill Roord","6","CM","26-106","89","1","0","0","0","3","1","0","0","69","7","2","1","1.1","1.1","0.0","1","0","47","51","92.2","3","39","1","0","0"
"223","August-6-2023","Netherlands","South Africa","Katja Snoeijs","9","CM","26-340","1","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0"
"224","August-6-2023","Netherlands","South Africa","Jackie Groenen","14","DM","28-232","90","0","0","0","0","0","0","0","0","75","4","1","2","0.0","0.0","0.0","0","0","56","62","90.3","3","42","0","1","0"
"225","August-6-2023","Netherlands","South Africa","Dominique Janssen","20","CB","28-201","90","0","0","0","0","1","0","0","0","112","0","1","1","0.0","0.0","0.0","0","0","90","106","84.9","13","87","0","0","0"
"226","August-6-2023","Netherlands","South Africa","Stefanie van der Gragt","3","CB","30-355","90","0","0","0","0","0","0","0","0","83","3","1","0","0.0","0.0","0.0","1","0","69","76","90.8","2","63","0","0","0"
